Archive_Date,Specialty_HIPE,Speciality,Adult_Child,Age_Profile,Time_Bands,Total,Did
31-01-2021,7600,Cardio-Thoracic Surgery,Child,0-15,15-18 Months,3,33MH
31-01-2021,7600,Cardio-Thoracic Surgery,Child,16-64, 9-12 Months,2,8MH
31-01-2021,7803,Paediatric Urology,Child,16-64, 9-12 Months,1,3MH
31-01-2021,7900,Clinical Immunology,Child,16-64, 0-3 Months,3,25MH
31-01-2021,7900,Clinical Immunology,Child,16-64,18 Months +,50,6MH
31-01-2021,8003,Pain Relief,Child,0-15, 3-6 Months,7,34MH
31-01-2021,8003,Pain Relief,Child,0-15, 6-9 Months,3,25MH
31-01-2021,8003,Pain Relief,Child,0-15,12-15 Months,3,23MH
31-01-2021,8004,Paediatric Anaesthetics,Child,0-15, 0-3 Months,10,1MH
31-01-2021,8004,Paediatric Anaesthetics,Child,0-15, 3-6 Months,2,17MH
31-01-2021,8004,Paediatric Anaesthetics,Child,0-15, 6-9 Months,7,26MH
31-01-2021,8004,Paediatric Anaesthetics,Child,0-15,15-18 Months,2,3MH
31-01-2021,8004,Paediatric Anaesthetics,Child,16-64, 3-6 Months,3,4MH
31-01-2021,8800,Immunology,Child,0-15, 0-3 Months,43,21MH
31-01-2021,8800,Immunology,Child,0-15, 3-6 Months,40,12MH
31-01-2021,8800,Immunology,Child,0-15, 6-9 Months,13,25MH
31-01-2021,1100,Haematology,Adult,16-64, 6-9 Months,18,15MH
31-01-2021,1100,Haematology,Adult,16-64,15-18 Months,11,17MH
31-01-2021,1100,Haematology,Adult,65+, 9-12 Months,5,10MH
31-01-2021,1300,Neurology,Adult,16-64, 3-6 Months,21,30MH
31-01-2021,1300,Neurology,Adult,16-64, 6-9 Months,14,15MH
31-01-2021,1300,Neurology,Adult,16-64,12-15 Months,26,23MH
31-01-2021,1300,Neurology,Adult,16-64,15-18 Months,17,18MH
31-01-2021,1800,Orthopaedics,Adult,16-64, 9-12 Months,148,6MH
31-01-2021,2500,Rheumatology,Adult,65+, 9-12 Months,13,14MH
31-01-2021,2600,General Surgery,Adult,16-64, 9-12 Months,7,21MH
31-01-2021,2600,General Surgery,Adult,65+, 0-3 Months,66,36MH
31-01-2021,2600,General Surgery,Adult,65+, 3-6 Months,47,24MH
31-01-2021,2600,General Surgery,Child,0-15, 0-3 Months,3,18MH
31-01-2021,5000,General Medicine,Adult,16-64, 0-3 Months,284,10MH
31-01-2021,5000,General Medicine,Adult,16-64, 3-6 Months,229,17MH
31-01-2021,5000,General Medicine,Adult,16-64, 6-9 Months,141,30MH
31-01-2021,5000,General Medicine,Adult,16-64,12-15 Months,118,36MH
31-01-2021,5000,General Medicine,Adult,16-64,15-18 Months,111,31MH
31-01-2021,5000,General Medicine,Adult,65+, 9-12 Months,50,13MH
31-01-2021,8000,Anaesthetics,Adult,16-64, 3-6 Months,13,36MH
31-01-2021,8000,Anaesthetics,Adult,16-64,12-15 Months,7,14MH
31-01-2021,8000,Anaesthetics,Adult,16-64,18 Months +,36,23MH
31-01-2021,8000,Anaesthetics,Adult,65+, 0-3 Months,10,7MH
31-01-2021,8000,Anaesthetics,Adult,65+,15-18 Months,2,1MH
31-01-2021,100,Cardiology,Adult,16-64, 0-3 Months,46,36MH
31-01-2021,100,Cardiology,Adult,16-64, 3-6 Months,22,23MH
31-01-2021,100,Cardiology,Adult,16-64,12-15 Months,36,2MH
31-01-2021,100,Cardiology,Adult,65+, 6-9 Months,4,8MH
31-01-2021,100,Cardiology,Adult,65+,15-18 Months,15,28MH
31-01-2021,400,Endocrinology,Adult,16-64, 9-12 Months,22,19MH
31-01-2021,402,Diabetes Mellitus,Adult,16-64, 0-3 Months,48,16MH
31-01-2021,402,Diabetes Mellitus,Adult,16-64, 6-9 Months,21,32MH
31-01-2021,402,Diabetes Mellitus,Adult,16-64,15-18 Months,11,23MH
31-01-2021,402,Diabetes Mellitus,Adult,16-64,18 Months +,5,17MH
31-01-2021,402,Diabetes Mellitus,Adult,65+, 3-6 Months,18,2MH
31-01-2021,1100,Haematology,Adult,16-64,18 Months +,28,24MH
31-01-2021,1100,Haematology,Adult,65+, 3-6 Months,4,36MH
31-01-2021,1100,Haematology,Adult,65+, 6-9 Months,4,12MH
31-01-2021,1100,Haematology,Adult,65+,12-15 Months,10,17MH
31-01-2021,1100,Haematology,Adult,65+,15-18 Months,9,29MH
31-01-2021,1503,Gynaecology,Adult,16-64, 3-6 Months,144,12MH
31-01-2021,1503,Gynaecology,Adult,16-64, 6-9 Months,88,31MH
31-01-2021,1503,Gynaecology,Adult,16-64,12-15 Months,123,4MH
31-01-2021,1503,Gynaecology,Adult,16-64,15-18 Months,116,25MH
31-01-2021,1503,Gynaecology,Adult,65+, 9-12 Months,4,30MH
31-01-2021,1503,Gynaecology,Child,0-15,12-15 Months,3,2MH
31-01-2021,1700,Ophthalmology,Adult,16-64, 3-6 Months,30,17MH
31-01-2021,1700,Ophthalmology,Adult,16-64, 6-9 Months,9,26MH
31-01-2021,1700,Ophthalmology,Adult,16-64,12-15 Months,24,1MH
31-01-2021,1700,Ophthalmology,Adult,16-64,15-18 Months,30,2MH
31-01-2021,1912,Paediatric Respiratory Medicine,Adult,16-64,12-15 Months,1,13MH
31-01-2021,8800,Immunology,Child,0-15,12-15 Months,35,29MH
31-01-2021,8800,Immunology,Child,16-64, 0-3 Months,1,34MH
31-01-2021,8800,Immunology,Child,16-64,15-18 Months,1,19MH
31-01-2021,100,Cardiology,Adult,16-64, 0-3 Months,94,35MH
31-01-2021,100,Cardiology,Adult,65+, 3-6 Months,36,28MH
31-01-2021,100,Cardiology,Adult,65+, 6-9 Months,47,25MH
31-01-2021,100,Cardiology,Adult,65+,12-15 Months,40,30MH
31-01-2021,100,Cardiology,Adult,65+,15-18 Months,46,31MH
31-01-2021,100,Cardiology,Child,0-15, 0-3 Months,1,26MH
31-01-2021,300,Dermatology,Adult,16-64, 9-12 Months,85,17MH
31-01-2021,300,Dermatology,Adult,65+,18 Months +,52,23MH
31-01-2021,1100,Haematology,Adult,16-64,18 Months +,16,21MH
31-01-2021,1100,Haematology,Adult,65+, 0-3 Months,30,13MH
31-01-2021,1100,Haematology,Adult,65+, 3-6 Months,18,25MH
31-01-2021,1100,Haematology,Adult,65+,12-15 Months,5,16MH
31-01-2021,1300,Neurology,Adult,16-64,18 Months +,43,26MH
31-01-2021,1300,Neurology,Adult,65+, 0-3 Months,6,10MH
31-01-2021,1300,Neurology,Adult,65+, 3-6 Months,3,32MH
31-01-2021,1800,Orthopaedics,Adult,16-64, 0-3 Months,172,2MH
31-01-2021,1800,Orthopaedics,Adult,16-64, 6-9 Months,131,8MH
31-01-2021,1800,Orthopaedics,Adult,16-64,15-18 Months,128,33MH
31-01-2021,1800,Orthopaedics,Adult,16-64,18 Months +,362,23MH
31-01-2021,1800,Orthopaedics,Adult,65+, 3-6 Months,61,4MH
31-01-2021,1800,Orthopaedics,Adult,65+,12-15 Months,69,29MH
31-01-2021,2500,Rheumatology,Adult,16-64,18 Months +,125,5MH
31-01-2021,2500,Rheumatology,Adult,65+, 0-3 Months,20,10MH
31-01-2021,2500,Rheumatology,Adult,65+, 6-9 Months,16,28MH
31-01-2021,2500,Rheumatology,Adult,65+,15-18 Months,15,27MH
31-01-2021,2600,General Surgery,Adult,16-64, 6-9 Months,22,30MH
31-01-2021,2600,General Surgery,Adult,16-64,15-18 Months,1,34MH
31-01-2021,2600,General Surgery,Adult,65+, 9-12 Months,1,27MH
31-01-2021,5000,General Medicine,Adult,65+, 0-3 Months,122,36MH
31-01-2021,5000,General Medicine,Adult,65+,18 Months +,43,27MH
31-01-2021,7800,Urology,Adult,65+, 3-6 Months,1,8MH
31-01-2021,100,Cardiology,Adult,16-64, 9-12 Months,49,28MH
31-01-2021,100,Cardiology,Adult,65+,18 Months +,49,29MH
31-01-2021,400,Endocrinology,Adult,16-64, 6-9 Months,17,26MH
31-01-2021,400,Endocrinology,Adult,16-64,18 Months +,3,16MH
31-01-2021,400,Endocrinology,Adult,65+, 3-6 Months,9,26MH
31-01-2021,400,Endocrinology,Adult,65+,12-15 Months,5,1MH
31-01-2021,400,Endocrinology,Adult,65+,15-18 Months,1,32MH
31-01-2021,400,Endocrinology,Child,0-15, 0-3 Months,1,35MH
31-01-2021,402,Diabetes Mellitus,Adult,16-64, 9-12 Months,26,27MH
31-01-2021,402,Diabetes Mellitus,Adult,65+,18 Months +,2,10MH
31-01-2021,1100,Haematology,Adult,16-64, 6-9 Months,6,8MH
31-01-2021,1100,Haematology,Adult,16-64, 9-12 Months,16,15MH
31-01-2021,1100,Haematology,Adult,16-64,15-18 Months,17,25MH
31-01-2021,1503,Gynaecology,Adult,65+, 0-3 Months,22,14MH
31-01-2021,1503,Gynaecology,Adult,65+,15-18 Months,14,1MH
31-01-2021,1503,Gynaecology,Child,0-15,18 Months +,1,1MH
31-01-2021,1700,Ophthalmology,Adult,16-64, 9-12 Months,18,34MH
31-01-2021,1700,Ophthalmology,Adult,16-64,18 Months +,70,10MH
31-01-2021,1912,Paediatric Respiratory Medicine,Child,0-15, 0-3 Months,127,30MH
31-01-2021,1912,Paediatric Respiratory Medicine,Child,0-15, 6-9 Months,86,13MH
31-01-2021,1912,Paediatric Respiratory Medicine,Child,0-15, 9-12 Months,141,35MH
31-01-2021,1912,Paediatric Respiratory Medicine,Child,0-15,18 Months +,569,4MH
31-01-2021,1912,Paediatric Respiratory Medicine,Child,16-64, 0-3 Months,6,19MH
31-01-2021,1912,Paediatric Respiratory Medicine,Child,16-64, 3-6 Months,6,19MH
31-01-2021,1912,Paediatric Respiratory Medicine,Child,16-64, 6-9 Months,2,18MH
31-01-2021,1912,Paediatric Respiratory Medicine,Child,16-64,12-15 Months,7,21MH
31-01-2021,1915,Paediatric Dermatology,Child,0-15,15-18 Months,234,16MH
31-01-2021,1916,Developmental Paediatrics,Child,0-15,15-18 Months,67,20MH
31-01-2021,1916,Developmental Paediatrics,Child,0-15,18 Months +,324,7MH
31-01-2021,1916,Developmental Paediatrics,Child,16-64, 3-6 Months,1,36MH
31-01-2021,1916,Developmental Paediatrics,Child,16-64, 9-12 Months,1,27MH
31-01-2021,1916,Developmental Paediatrics,Child,16-64,12-15 Months,1,3MH
31-01-2021,2000,Plastic Surgery,Child,0-15, 3-6 Months,132,8MH
31-01-2021,2000,Plastic Surgery,Child,0-15, 6-9 Months,103,23MH
31-01-2021,2000,Plastic Surgery,Child,0-15,12-15 Months,140,5MH
31-01-2021,2000,Plastic Surgery,Child,16-64, 6-9 Months,5,2MH
31-01-2021,2102,Child/Adolescent Psychiatry,Child,0-15, 3-6 Months,1,1MH
31-01-2021,2102,Child/Adolescent Psychiatry,Child,0-15, 6-9 Months,3,24MH
31-01-2021,2102,Child/Adolescent Psychiatry,Child,0-15,12-15 Months,4,17MH
31-01-2021,6200,Clinical Neurophysiology,Child,16-64, 9-12 Months,1,11MH
31-01-2021,6700,Clinical (Medical) Genetics,Child,0-15,15-18 Months,90,16MH
31-01-2021,6700,Clinical (Medical) Genetics,Child,65+, 0-3 Months,3,24MH
31-01-2021,6700,Clinical (Medical) Genetics,Child,65+, 9-12 Months,3,16MH
31-01-2021,6700,Clinical (Medical) Genetics,Child,65+,18 Months +,5,14MH
31-01-2021,7000,Dental Surgery,Child,0-15, 3-6 Months,41,14MH
31-01-2021,7000,Dental Surgery,Child,0-15,12-15 Months,43,8MH
31-01-2021,7000,Dental Surgery,Child,16-64,15-18 Months,2,29MH
31-01-2021,7200,Paediatric Surgery,Child,0-15,18 Months +,309,29MH
31-01-2021,7200,Paediatric Surgery,Child,16-64, 0-3 Months,17,3MH
31-01-2021,7200,Paediatric Surgery,Child,16-64, 3-6 Months,19,34MH
31-01-2021,7200,Paediatric Surgery,Child,16-64, 9-12 Months,9,24MH
31-01-2021,7200,Paediatric Surgery,Child,16-64,12-15 Months,21,20MH
31-01-2021,7600,Cardio-Thoracic Surgery,Child,0-15, 3-6 Months,23,4MH
31-01-2021,7600,Cardio-Thoracic Surgery,Child,0-15, 6-9 Months,17,13MH
31-01-2021,7600,Cardio-Thoracic Surgery,Child,0-15,12-15 Months,7,32MH
31-01-2021,7803,Paediatric Urology,Child,0-15,15-18 Months,56,13MH
31-01-2021,7803,Paediatric Urology,Child,16-64,18 Months +,15,8MH
31-01-2021,7900,Clinical Immunology,Child,0-15,15-18 Months,81,25MH
31-01-2021,8003,Pain Relief,Child,0-15, 0-3 Months,4,23MH
31-01-2021,8003,Pain Relief,Child,16-64, 0-3 Months,1,8MH
31-01-2021,8003,Pain Relief,Child,16-64, 3-6 Months,1,18MH
31-01-2021,8003,Pain Relief,Child,16-64, 6-9 Months,2,20MH
31-01-2021,8003,Pain Relief,Child,16-64, 9-12 Months,1,27MH
31-01-2021,8003,Pain Relief,Child,16-64,12-15 Months,1,25MH
31-01-2021,8004,Paediatric Anaesthetics,Child,16-64,15-18 Months,6,3MH
31-01-2021,8800,Immunology,Child,0-15,15-18 Months,36,5MH
31-01-2021,8800,Immunology,Child,0-15,18 Months +,195,27MH
31-01-2021,8800,Immunology,Child,16-64,12-15 Months,1,7MH
31-01-2021,8800,Immunology,Child,16-64,18 Months +,22,8MH
31-01-2021,5000,General Medicine,Adult,16-64,18 Months +,144,18MH
31-01-2021,5000,General Medicine,Adult,65+, 3-6 Months,96,24MH
31-01-2021,5000,General Medicine,Adult,65+, 6-9 Months,53,4MH
31-01-2021,5000,General Medicine,Adult,65+,12-15 Months,57,12MH
31-01-2021,8000,Anaesthetics,Adult,16-64,15-18 Months,4,16MH
31-01-2021,8000,Anaesthetics,Adult,65+, 3-6 Months,4,19MH
31-01-2021,8000,Anaesthetics,Adult,65+, 6-9 Months,2,15MH
31-01-2021,8000,Anaesthetics,Adult,65+, 9-12 Months,5,15MH
31-01-2021,8000,Anaesthetics,Adult,65+,12-15 Months,2,19MH
31-01-2021,8000,Anaesthetics,Adult,65+,18 Months +,28,15MH
31-01-2021,0,Small Volume Specialities,Adult,16-64, 0-3 Months,1,28MH
31-01-2021,100,Cardiology,Adult,16-64, 6-9 Months,27,23MH
31-01-2021,400,Endocrinology,Adult,16-64,15-18 Months,6,7MH
31-01-2021,400,Endocrinology,Adult,65+, 0-3 Months,10,25MH
31-01-2021,400,Endocrinology,Adult,65+, 6-9 Months,6,14MH
31-01-2021,400,Endocrinology,Adult,65+, 9-12 Months,5,2MH
31-01-2021,400,Endocrinology,Adult,65+,18 Months +,2,16MH
31-01-2021,402,Diabetes Mellitus,Adult,65+, 0-3 Months,17,14MH
31-01-2021,402,Diabetes Mellitus,Adult,65+, 6-9 Months,7,16MH
31-01-2021,402,Diabetes Mellitus,Adult,65+, 9-12 Months,4,2MH
31-01-2021,402,Diabetes Mellitus,Adult,65+,12-15 Months,13,8MH
31-01-2021,1100,Haematology,Adult,16-64, 0-3 Months,21,21MH
31-01-2021,1100,Haematology,Adult,16-64, 3-6 Months,9,12MH
31-01-2021,1100,Haematology,Adult,16-64,12-15 Months,9,11MH
31-01-2021,1503,Gynaecology,Adult,16-64, 0-3 Months,218,28MH
31-01-2021,1503,Gynaecology,Adult,16-64, 9-12 Months,103,1MH
31-01-2021,1503,Gynaecology,Adult,16-64,18 Months +,302,30MH
31-01-2021,1503,Gynaecology,Adult,65+, 3-6 Months,14,35MH
31-01-2021,1503,Gynaecology,Adult,65+, 6-9 Months,12,35MH
31-01-2021,1503,Gynaecology,Adult,65+,12-15 Months,13,14MH
31-01-2021,1503,Gynaecology,Child,0-15,15-18 Months,3,12MH
31-01-2021,1700,Ophthalmology,Adult,65+,15-18 Months,39,10MH
31-01-2021,1700,Ophthalmology,Adult,65+,18 Months +,92,14MH
31-01-2021,1700,Ophthalmology,Child,0-15,12-15 Months,1,34MH
31-01-2021,1900,Paediatrics,Child,0-15, 0-3 Months,118,12MH
31-01-2021,1900,Paediatrics,Child,0-15, 3-6 Months,82,31MH
31-01-2021,1900,Paediatrics,Child,0-15, 6-9 Months,53,6MH
31-01-2021,1900,Paediatrics,Child,0-15, 9-12 Months,63,29MH
31-01-2021,1900,Paediatrics,Child,0-15,12-15 Months,53,13MH
31-01-2021,1912,Paediatric Respiratory Medicine,Child,0-15, 0-3 Months,8,20MH
31-01-2021,1912,Paediatric Respiratory Medicine,Child,0-15, 9-12 Months,10,2MH
31-01-2021,2600,General Surgery,Adult,65+, 0-3 Months,75,16MH
31-01-2021,2600,General Surgery,Adult,65+,18 Months +,44,34MH
31-01-2021,2600,General Surgery,Child,0-15, 3-6 Months,29,25MH
31-01-2021,2600,General Surgery,Child,0-15, 6-9 Months,17,11MH
31-01-2021,2600,General Surgery,Child,0-15,12-15 Months,5,14MH
31-01-2021,5000,General Medicine,Adult,16-64, 0-3 Months,16,5MH
31-01-2021,5000,General Medicine,Adult,65+, 3-6 Months,1,8MH
31-01-2021,5000,General Medicine,Adult,65+, 6-9 Months,1,23MH
31-01-2021,100,Cardiology,Adult,16-64,15-18 Months,67,32MH
31-01-2021,100,Cardiology,Adult,16-64,18 Months +,274,18MH
31-01-2021,100,Cardiology,Adult,65+, 0-3 Months,52,11MH
31-01-2021,100,Cardiology,Adult,65+, 9-12 Months,28,27MH
31-01-2021,300,Dermatology,Adult,16-64,15-18 Months,78,19MH
31-01-2021,300,Dermatology,Adult,16-64,18 Months +,177,23MH
31-01-2021,300,Dermatology,Adult,65+, 0-3 Months,59,6MH
31-01-2021,300,Dermatology,Adult,65+, 3-6 Months,55,23MH
31-01-2021,300,Dermatology,Adult,65+, 9-12 Months,27,34MH
31-01-2021,300,Dermatology,Child,0-15, 6-9 Months,1,35MH
31-01-2021,1100,Haematology,Adult,65+,15-18 Months,8,6MH
31-01-2021,1100,Haematology,Adult,65+,18 Months +,7,35MH
31-01-2021,1300,Neurology,Adult,65+,15-18 Months,3,15MH
31-01-2021,1300,Neurology,Adult,65+,18 Months +,12,25MH
31-01-2021,1800,Orthopaedics,Adult,16-64, 3-6 Months,179,3MH
31-01-2021,1800,Orthopaedics,Adult,16-64,12-15 Months,170,17MH
31-01-2021,1800,Orthopaedics,Adult,65+,15-18 Months,52,35MH
31-01-2021,2500,Rheumatology,Adult,16-64, 0-3 Months,49,4MH
31-01-2021,2500,Rheumatology,Adult,16-64, 3-6 Months,36,32MH
31-01-2021,2500,Rheumatology,Adult,16-64, 6-9 Months,35,5MH
31-01-2021,2500,Rheumatology,Adult,16-64, 9-12 Months,35,28MH
31-01-2021,2500,Rheumatology,Adult,16-64,12-15 Months,35,23MH
31-01-2021,2600,General Surgery,Adult,16-64, 0-3 Months,284,3MH
31-01-2021,2600,General Surgery,Adult,16-64, 3-6 Months,176,13MH
31-01-2021,2600,General Surgery,Adult,16-64,12-15 Months,9,19MH
31-01-2021,2600,General Surgery,Adult,65+, 6-9 Months,6,36MH
31-01-2021,5000,General Medicine,Adult,65+,15-18 Months,43,16MH
31-01-2021,7800,Urology,Adult,16-64, 0-3 Months,3,26MH
31-01-2021,7800,Urology,Adult,16-64, 3-6 Months,15,28MH
31-01-2021,7800,Urology,Adult,16-64, 6-9 Months,1,36MH
31-01-2021,7800,Urology,Adult,16-64,12-15 Months,1,28MH
31-01-2021,8000,Anaesthetics,Adult,16-64, 0-3 Months,18,19MH
31-01-2021,8000,Anaesthetics,Adult,16-64, 6-9 Months,8,30MH
31-01-2021,8000,Anaesthetics,Adult,16-64, 9-12 Months,10,8MH
31-01-2021,0,Small Volume Specialities,Child,0-15, 3-6 Months,2,25MH
31-01-2021,100,Cardiology,Adult,16-64,15-18 Months,32,28MH
31-01-2021,100,Cardiology,Adult,16-64,18 Months +,129,23MH
31-01-2021,100,Cardiology,Adult,65+, 0-3 Months,25,34MH
31-01-2021,100,Cardiology,Adult,65+, 3-6 Months,7,11MH
31-01-2021,100,Cardiology,Adult,65+, 9-12 Months,8,26MH
31-01-2021,100,Cardiology,Adult,65+,12-15 Months,9,30MH
31-01-2021,400,Endocrinology,Adult,16-64, 0-3 Months,47,27MH
31-01-2021,400,Endocrinology,Adult,16-64, 3-6 Months,38,36MH
31-01-2021,400,Endocrinology,Adult,16-64,12-15 Months,14,22MH
31-01-2021,402,Diabetes Mellitus,Adult,16-64, 3-6 Months,39,18MH
31-01-2021,402,Diabetes Mellitus,Adult,16-64,12-15 Months,38,33MH
31-01-2021,402,Diabetes Mellitus,Adult,65+,15-18 Months,2,22MH
31-01-2021,1100,Haematology,Adult,65+, 0-3 Months,13,9MH
31-01-2021,1100,Haematology,Adult,65+, 9-12 Months,4,26MH
31-01-2021,1100,Haematology,Adult,65+,18 Months +,9,9MH
31-01-2021,1100,Haematology,Child,0-15,12-15 Months,1,36MH
31-01-2021,1503,Gynaecology,Adult,65+,18 Months +,26,28MH
31-01-2021,1700,Ophthalmology,Adult,65+, 0-3 Months,37,32MH
31-01-2021,1700,Ophthalmology,Child,0-15,18 Months +,1,31MH
31-01-2021,1900,Paediatrics,Adult,16-64, 0-3 Months,3,36MH
31-01-2021,1900,Paediatrics,Adult,16-64, 3-6 Months,2,15MH
31-01-2021,1900,Paediatrics,Adult,16-64,12-15 Months,2,1MH
31-01-2021,1900,Paediatrics,Adult,16-64,15-18 Months,1,18MH
31-01-2021,1916,Developmental Paediatrics,Child,0-15, 0-3 Months,12,30MH
31-01-2021,1916,Developmental Paediatrics,Child,0-15, 3-6 Months,13,3MH
31-01-2021,2600,General Surgery,Adult,16-64, 0-3 Months,274,3MH
31-01-2021,2600,General Surgery,Adult,16-64,18 Months +,167,23MH
31-01-2021,2600,General Surgery,Adult,65+, 3-6 Months,80,13MH
31-01-2021,2600,General Surgery,Adult,65+, 6-9 Months,53,19MH
31-01-2021,2600,General Surgery,Adult,65+,12-15 Months,36,3MH
31-01-2021,2600,General Surgery,Adult,65+,15-18 Months,30,13MH
31-01-2021,2600,General Surgery,Child,0-15, 0-3 Months,22,29MH
31-01-2021,2600,General Surgery,Child,0-15,18 Months +,22,12MH
31-01-2021,5000,General Medicine,Adult,16-64, 3-6 Months,1,9MH
31-01-2021,7800,Urology,Adult,65+, 9-12 Months,19,16MH
31-01-2021,7800,Urology,Adult,65+,18 Months +,17,20MH
31-01-2021,600,Otolaryngology (ENT),Adult,65+, 0-3 Months,83,31MH
31-01-2021,600,Otolaryngology (ENT),Adult,65+, 6-9 Months,56,24MH
31-01-2021,600,Otolaryngology (ENT),Adult,65+,18 Months +,380,16MH
31-01-2021,1100,Haematology,Adult,16-64, 3-6 Months,43,32MH
31-01-2021,1100,Haematology,Adult,16-64, 6-9 Months,37,13MH
31-01-2021,1100,Haematology,Adult,16-64,12-15 Months,32,30MH
31-01-2021,1100,Haematology,Adult,65+, 9-12 Months,11,1MH
31-01-2021,1700,Ophthalmology,Adult,16-64, 9-12 Months,25,20MH
31-01-2021,1700,Ophthalmology,Adult,65+, 0-3 Months,36,14MH
31-01-2021,1700,Ophthalmology,Adult,65+,18 Months +,23,20MH
31-01-2021,1700,Ophthalmology,Child,0-15,18 Months +,25,11MH
31-01-2021,1800,Orthopaedics,Adult,16-64, 9-12 Months,351,31MH
31-01-2021,1800,Orthopaedics,Child,0-15, 9-12 Months,24,22MH
31-01-2021,1800,Orthopaedics,Child,0-15,18 Months +,53,14MH
31-01-2021,1900,Paediatrics,Child,0-15, 0-3 Months,20,19MH
31-01-2021,2500,Rheumatology,Adult,65+, 9-12 Months,12,30MH
31-01-2021,2600,General Surgery,Adult,16-64, 9-12 Months,35,16MH
31-01-2021,2600,General Surgery,Adult,65+, 0-3 Months,63,36MH
31-01-2021,2600,General Surgery,Adult,65+, 3-6 Months,43,24MH
31-01-2021,2604,Vascular Surgery,Adult,16-64, 9-12 Months,41,4MH
31-01-2021,2604,Vascular Surgery,Adult,65+, 0-3 Months,43,8MH
31-01-2021,2604,Vascular Surgery,Adult,65+,18 Months +,186,23MH
31-01-2021,5000,General Medicine,Adult,16-64, 0-3 Months,120,16MH
31-01-2021,5000,General Medicine,Adult,16-64, 3-6 Months,104,31MH
31-01-2021,5000,General Medicine,Adult,16-64, 6-9 Months,71,4MH
31-01-2021,5000,General Medicine,Adult,16-64,12-15 Months,82,16MH
31-01-2021,5000,General Medicine,Adult,16-64,15-18 Months,63,26MH
31-01-2021,5000,General Medicine,Adult,65+, 9-12 Months,44,12MH
31-01-2021,100,Cardiology,Adult,16-64, 9-12 Months,2,24MH
31-01-2021,300,Dermatology,Adult,0-15, 0-3 Months,5,10MH
31-01-2021,300,Dermatology,Adult,16-64, 0-3 Months,547,11MH
31-01-2021,300,Dermatology,Adult,16-64, 3-6 Months,292,28MH
31-01-2021,300,Dermatology,Adult,16-64, 6-9 Months,194,26MH
31-01-2021,300,Dermatology,Adult,16-64,12-15 Months,132,35MH
31-01-2021,300,Dermatology,Adult,16-64,18 Months +,332,9MH
31-01-2021,400,Endocrinology,Adult,16-64, 0-3 Months,63,29MH
31-01-2021,400,Endocrinology,Adult,16-64,18 Months +,31,20MH
31-01-2021,400,Endocrinology,Adult,65+, 3-6 Months,29,9MH
31-01-2021,400,Endocrinology,Adult,65+, 6-9 Months,10,9MH
31-01-2021,400,Endocrinology,Adult,65+,12-15 Months,10,4MH
31-01-2021,400,Endocrinology,Adult,65+,15-18 Months,2,4MH
31-01-2021,402,Diabetes Mellitus,Adult,16-64, 9-12 Months,28,8MH
31-01-2021,402,Diabetes Mellitus,Adult,65+,18 Months +,10,12MH
31-01-2021,600,Otolaryngology (ENT),Adult,16-64,18 Months +,98,21MH
31-01-2021,600,Otolaryngology (ENT),Adult,65+, 0-3 Months,64,30MH
31-01-2021,600,Otolaryngology (ENT),Adult,65+, 3-6 Months,40,21MH
31-01-2021,600,Otolaryngology (ENT),Adult,65+,12-15 Months,7,25MH
31-01-2021,700,Gastro-Enterology,Adult,16-64, 3-6 Months,97,17MH
31-01-2021,700,Gastro-Enterology,Adult,16-64, 6-9 Months,45,9MH
31-01-2021,700,Gastro-Enterology,Adult,16-64,12-15 Months,3,32MH
31-01-2021,700,Gastro-Enterology,Adult,65+, 9-12 Months,5,8MH
31-01-2021,900,Geriatric Medicine,Adult,16-64, 0-3 Months,12,30MH
31-01-2021,1100,Haematology,Adult,0-15, 3-6 Months,2,30MH
31-01-2021,1100,Haematology,Adult,0-15, 6-9 Months,2,18MH
31-01-2021,1300,Neurology,Adult,65+, 9-12 Months,3,19MH
31-01-2021,1503,Gynaecology,Adult,65+, 0-3 Months,14,36MH
31-01-2021,1503,Gynaecology,Adult,65+, 3-6 Months,1,33MH
31-01-2021,1600,Oncology,Adult,16-64, 0-3 Months,5,13MH
31-01-2021,1700,Ophthalmology,Adult,16-64, 9-12 Months,1,1MH
31-01-2021,1800,Orthopaedics,Adult,0-15, 9-12 Months,1,26MH
31-01-2021,1800,Orthopaedics,Adult,16-64, 9-12 Months,107,20MH
31-01-2021,1800,Orthopaedics,Adult,65+,18 Months +,69,9MH
31-01-2021,2000,Plastic Surgery,Adult,0-15, 0-3 Months,4,3MH
31-01-2021,2000,Plastic Surgery,Adult,0-15,18 Months +,1,7MH
31-01-2021,2000,Plastic Surgery,Adult,16-64, 3-6 Months,98,35MH
31-01-2021,2000,Plastic Surgery,Adult,16-64, 6-9 Months,101,4MH
31-01-2021,2000,Plastic Surgery,Adult,16-64,12-15 Months,102,12MH
